district_code,district_name_w_charters,district_name_x,total_#_of_classes,average_class_size,number_of_students,african_american_%,asian_%,hispanic_%,white_%,native_american_%,"native_hawaiian,_pacific_islander_%","multi-race,_non-hispanic_%",tests_taken_x,score=1_x,score=2_x,score=3_x,score=4_x,score=5_x,%_score_1-2_x,%_score_3-5_x,tests_taken_y,score=1_y,score=2_y,score=3_y,score=4_y,score=5_y,%_score_1-2_y,%_score_3-5_y,tests_takers,tests_taken_x,one_test,two_tests,three_tests,four_tests,five_or_more_tests,high_school_graduates_(#),attending_coll./univ._(#),attending_coll./univ._(%),private_two-year_(%),private_four-year_(%),public_two-year_(%),public_four-year_(%),ma_community_college_(%),ma_state_university_(%),univ.of_mass._(%),tests_taken_y,reading_/_writing,writing,math,#_in_cohort,%_graduated,%_still_in_school,%_non-grad_completers,%_h.s._equiv.,%_dropped_out,%_permanently_excluded
4860000,Learning First Charter Public School (District),,234,24.7,666,45.8,0.2,45.8,6.2,0,0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500000,Lee,Lee,686,8.2,673,0.9,2.8,8.6,84.3,0.3,0,3.1,63,3,22,22,10,6,39.7,60.3,63,3,22,22,10,6,39.7,60.3,31,63,14,6,7,4,0,51,25,49,0,44,20,36,20,4,0,63,546,,542,53,92.5,5.7,0,0,1.9,0
1510000,Leicester,Leicester,933,13.7,"1,387",5.6,3.1,13.5,74.5,0.1,0,3.2,102,17,27,31,21,6,43.1,56.9,102,17,27,31,21,6,43.1,56.9,69,102,44,17,8,0,0,126,84,66.7,0,39.3,20.2,40.5,20.2,26.2,7.1,48,550,,535,135,92.6,3,0,0,4.4,0
1520000,Lenox,Lenox,569,12.1,744,0.5,5,9.3,80,0,0.3,5,105,23,38,12,13,19,58.1,41.9,105,23,38,12,13,19,58.1,41.9,59,105,27,19,12,1,0,62,41,66.1,0,39,22,39,22,4.9,14.6,26,600,,582,62,100,0,0,0,0,0
1530000,Leominster,Leominster,"2,363",19.6,"5,969",8.8,3.4,39,44.4,0.1,0.1,4.4,300,108,66,58,45,23,58,42,300,108,66,58,45,23,58,42,152,300,71,39,24,11,7,423,229,54.1,0,19.2,24,56.8,23.6,28.4,22.7,103,548,,549,444,93.5,3.8,0.5,0.7,1.6,0
1540000,Leverett,,57,16.9,118,0,0,2.5,89,0,0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550000,Lexington,Lexington,"3,443",17.4,"6,945",3.9,41.9,4.8,41.8,0.1,0,7.5,"1,848",47,142,341,565,753,10.2,89.8,"1,848",47,142,341,565,753,10.2,89.8,974,"1,848",432,326,125,71,20,551,444,80.6,0,61.3,4.1,34.7,4.1,1.8,13.1,640,667,,689,564,96.6,3,0,0.2,0.2,0
35140000,Libertas Academy Charter School (District),,80,18.7,262,14.5,0.8,80.2,2.3,0.8,0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570000,Lincoln,,275,21.6,"1,029",10,5.1,17.6,55.1,0.2,0.6,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6950000,Lincoln-Sudbury,Lincoln-Sudbury,"1,138",17.8,"1,522",5.3,4.3,5.3,77.3,0.1,0.1,7.7,359,10,12,66,113,158,6.1,93.9,359,10,12,66,113,158,6.1,93.9,255,359,179,54,17,4,1,353,307,87,0,66.4,1.6,31.9,1.6,1.6,11.4,449,629,,645,362,95.6,2.8,0.3,0.3,1.1,0
1580000,Littleton,Littleton,807,17.6,"1,578",0.9,12.4,3.2,80.8,0.2,0.2,2.3,186,8,23,38,57,60,16.7,83.3,186,8,23,38,57,60,16.7,83.3,99,186,43,30,21,5,0,116,99,85.3,1,37.4,11.1,50.5,11.1,11.1,19.2,87,615,,620,127,90.6,6.3,0.8,0,2.4,0
1590000,Longmeadow,Longmeadow,"1,566",15.5,"2,765",2.6,10.5,5.8,76.6,0,0.1,4.4,269,14,43,68,97,47,21.2,78.8,269,14,43,68,97,47,21.2,78.8,144,269,71,42,13,15,3,258,208,80.6,0,49.5,15.9,34.6,13.5,3.4,18.3,138,615,,619,256,98,1.6,0,0.4,0,0
1600000,Lowell,Lowell,"8,901",18.1,"14,364",8.1,27.9,35.6,24.4,0,0,4,214,54,65,42,33,20,55.6,44.4,214,54,65,42,33,20,55.6,44.4,144,214,87,44,13,0,0,738,416,56.4,0,19.5,37.7,42.8,37.3,6.7,32,151,523,,533,863,80.9,7.8,0.2,1.7,9.4,0
4560000,Lowell Community Charter Public (District),,234,20.6,796,24.5,18.2,48.7,4.7,0,0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4580000,Lowell Middlesex Academy Charter (District),,101,11.3,81,3.7,7.4,39.5,39.5,0,0,9.9,,,,,,,,,,,,,,,,,,,,,,,,17,4,23.5,0,0,100,0,100,0,0,,,,,44,18.2,61.4,0,0,20.5,0
1610000,Ludlow,Ludlow,"1,596",11.3,"2,402",1.9,0.7,12.9,80.8,0,0.1,3.5,250,36,98,74,32,10,53.6,46.4,250,36,98,74,32,10,53.6,46.4,139,250,66,39,30,4,0,191,139,72.8,0,38.1,33.8,28.1,33.8,9.4,13.7,170,551,,541,203,93.6,1.5,1,0.5,3.4,0
1620000,Lunenburg,Lunenburg,890,17,"1,595",2,1.5,9.5,83.4,0.3,0.6,2.7,169,7,33,61,44,24,23.7,76.3,169,7,33,61,44,24,23.7,76.3,92,169,37,37,15,2,1,97,78,80.4,0,37.2,10.3,52.6,10.3,26.9,11.5,53,573,,581,99,98,1,0,0,1,0
1630000,Lynn,Lynn,"5,093",15.4,"12,825",8.2,7.5,67.9,13,0.3,0,3.1,781,370,229,115,48,19,76.7,23.3,781,370,229,115,48,19,76.7,23.3,428,781,237,86,60,35,10,1062,436,41.1,0,27.8,32.3,39.9,31.2,21.8,15.4,115,533,,521,"1,254",79,6.1,0.6,0.6,13.7,0
1640000,Lynnfield,Lynnfield,861,17.6,"2,179",1.9,6.9,5.8,82.2,0,0,3.2,403,43,90,119,96,55,33,67,403,43,90,119,96,55,33,67,188,403,76,54,30,17,11,157,134,85.4,0,44,9,47,8.2,5.2,16.4,168,562,,565,159,97.5,1.3,0,0,1.3,0
4690000,MATCH Charter Public School (District),MATCH Charter Public School (District),357,19.9,"1,220",48,0.5,46.8,1.5,0.4,0.3,2.5,230,169,52,9,0,0,96.1,3.9,230,169,52,9,0,0,96.1,3.9,148,230,110,15,6,13,4,73,55,75.3,0,41.8,10.9,47.3,10.9,12.7,32.7,72,455,,503,72,87.5,8.3,0,1.4,2.8,0
4680000,Ma Academy for Math and Science,Ma Academy for Math and Science,32,11,44,0,63.6,0,31.8,0,0,4.6,129,3,20,19,43,44,17.8,82.2,129,3,20,19,43,44,17.8,82.2,50,129,9,18,10,12,1,48,44,91.7,0,77.3,0,22.7,0,0,6.8,62,721,,770,48,100,0,0,0,0,0
1650000,Malden,Malden,"2,778",18.6,"6,237",19.4,23,26.4,27.1,0.3,0,3.9,391,70,116,105,60,40,47.6,52.4,391,70,116,105,60,40,47.6,52.4,240,391,125,85,24,6,0,397,213,53.7,0.5,26.8,35.7,37.1,35.2,5.2,30.5,80,554,,584,488,78.1,9,3.1,0.8,9,0
6980000,Manchester Essex Regional,Manchester Essex Regional,671,14.8,"1,271",0.5,1.2,1.3,96.5,0,0,0.6,391,34,53,128,107,69,22.3,77.7,391,34,53,128,107,69,22.3,77.7,160,391,43,46,43,15,13,112,93,83,0,40.9,11.8,47.3,9.7,2.2,23.7,60,617,,626,111,99.1,0.9,0,0,0,0
1670000,Mansfield,Mansfield,"1,525",15,"3,527",4.5,7.5,6.2,77.4,0.1,0,4.1,544,25,97,175,160,87,22.4,77.6,544,25,97,175,160,87,22.4,77.6,297,544,140,83,61,10,3,303,262,86.5,0,38.5,4.6,56.5,4.2,10.3,22.1,280,587,,587,308,97.1,1.9,0,0,1,0
35170000,Map Academy Charter School (District),,130,15.1,203,4.9,0.5,15.3,71.9,1,0.5,5.9,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,40,17.5,82.5,0,0,0,0
1680000,Marblehead,Marblehead,"1,603",16.2,"2,723",3,1.4,6.9,85.2,0,0,3.4,701,61,183,199,162,96,34.8,65.2,701,61,183,199,162,96,34.8,65.2,329,701,138,90,45,36,20,253,200,79.1,0,45.5,2.5,52,2,7,10,289,608,,599,263,95.1,3.4,0.4,0.4,0.8,0
4640000,Marblehead Community Charter Public (District),,89,18.2,211,5.7,1.9,9.5,80.1,0,0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690000,Marion,,313,9.4,403,4.5,1.5,4,84.1,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700000,Marlborough,Marlborough,"3,081",12.2,"4,901",3.8,0.7,52.8,38,0,0,4.7,373,120,124,81,30,18,65.4,34.6,373,120,124,81,30,18,65.4,34.6,168,373,57,52,31,23,5,247,134,54.3,0,32.8,18.7,48.5,18.7,18.7,20.9,149,526,,515,268,89.9,6.3,0,0,3.7,0
1710000,Marshfield,Marshfield,"2,148",11.6,"3,817",0.7,1.1,3.6,92.3,0.2,0.2,2,397,37,82,146,92,40,30,70,397,37,82,146,92,40,30,70,204,397,90,58,35,19,2,325,253,77.8,0,37.5,10.7,51.4,9.9,13.4,19,273,574,,569,332,97.6,0.9,0,0,1.5,0
7000000,Martha's Vineyard,Martha's Vineyard,423,12.8,677,5.5,1.3,20.8,65.3,2.1,0.2,4.9,328,67,92,88,62,19,48.5,51.5,328,67,92,88,62,19,48.5,51.5,150,328,55,48,24,11,12,156,102,65.4,0,47.1,7.8,45.1,7.8,8.8,10.8,136,572,,564,172,90.1,3.5,1.2,0,5.2,0
4660000,Martha's Vineyard Charter (District),,86,11.6,166,0.6,0.6,13.3,70.5,1.8,0,13.3,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2,,,,,,,,,,
4920000,Martin Luther King Jr. Charter School of Excellence (District),,108,20,360,30.3,1.1,64.2,3.6,0.3,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7050000,Masconomet,Masconomet,940,15.8,"1,692",0.7,3.7,3.1,90,0.1,0.2,2.4,339,11,45,80,128,75,16.5,83.5,339,11,45,80,128,75,16.5,83.5,207,339,113,63,24,7,0,281,248,88.3,0,47.2,9.3,43.5,8.9,5.2,13.7,282,592,,601,291,95.9,2.4,0,0,1.7,0
1720000,Mashpee,Mashpee,959,14.8,"1,525",5.1,1.9,5.9,71.9,5.6,0.1,9.5,196,35,62,46,39,14,49.5,50.5,196,35,62,46,39,14,49.5,50.5,103,196,50,20,27,5,1,109,76,69.7,0,35.5,27.6,36.8,26.3,9.2,11.8,40,575,,564,117,90.6,4.3,0,0.9,4.3,0
1730000,Mattapoisett,,402,10.5,412,0.2,1,5.1,88.1,0,0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740000,Maynard,Maynard,805,15.6,"1,189",1.8,2,13.2,78.3,0.2,0,4.5,130,12,36,32,27,23,36.9,63.1,130,12,36,32,27,23,36.9,63.1,86,130,52,26,6,2,0,91,60,65.9,0,41.7,8.3,50,8.3,11.7,26.7,31,640,,621,98,88.8,2,2,2,5.1,0
1750000,Medfield,Medfield,"1,475",17.5,"2,507",1.2,4.2,3.6,87,0.3,0,3.8,494,63,73,113,156,89,27.5,72.5,494,63,73,113,156,89,27.5,72.5,267,494,127,76,43,19,2,205,177,86.3,0,61.6,4,33.9,2.8,1.7,7.9,299,588,,599,211,96.2,1.4,0,0,2.4,0
1760000,Medford,Medford,"2,194",13,"3,969",11.8,9.6,13.9,59.1,0.5,0.1,5,296,21,72,71,80,52,31.4,68.6,296,21,72,71,80,52,31.4,68.6,153,296,66,58,12,8,9,303,178,58.7,0,32,25.8,42.1,25.8,10.1,23,179,552,,555,329,88.8,6.7,0,1.2,3.3,0
1770000,Medway,Medway,"1,215",15.9,"2,094",1.6,3.3,5.9,86.2,0.2,0.1,2.6,484,47,130,157,97,53,36.6,63.4,484,47,130,157,97,53,36.6,63.4,248,484,111,70,43,16,8,190,156,82.1,0,57.7,3.8,38.5,3.8,12.8,3.8,239,580,,584,193,96.9,1.6,0,1,0.5,0
1780000,Melrose,Melrose,"1,641",18.7,"3,691",6,6,5.4,76.8,0.1,0,5.6,486,40,118,149,126,53,32.5,67.5,486,40,118,149,126,53,32.5,67.5,265,486,127,81,36,16,5,277,217,78.3,0,47.9,5.5,46.5,5.5,8.3,12.4,150,597,,563,287,95.5,3.8,0,0,0.7,0
7100000,Mendon-Upton,Mendon-Upton,"1,163",15.2,"2,170",0.7,2.7,5.4,88.8,0.1,0,2.3,456,79,92,123,109,53,37.5,62.5,456,79,92,123,109,53,37.5,62.5,219,456,74,75,52,14,4,151,123,81.5,0,36.6,8.9,54.5,8.1,17.9,15.4,249,573,,551,153,98,1.3,0,0,0.7,0
1810000,Methuen,Methuen,"3,001",18.3,"6,572",3.8,3.7,46,42.6,0.1,0.1,3.9,576,122,188,167,80,19,53.8,46.2,576,122,188,167,80,19,53.8,46.2,354,576,205,95,41,8,5,453,272,60,0,29,32.7,38.2,29.8,9.6,19.5,144,551,,544,484,93.2,3.5,0.2,0.4,2.7,0
1820000,Middleborough,Middleborough,"1,688",16,"2,922",2.5,1.1,2.8,88,0.6,0,5,210,29,53,66,44,18,39,61,210,29,53,66,44,18,39,61,153,210,103,44,5,1,0,176,104,59.1,0,30.8,17.3,51.9,16.3,31.7,14.4,216,545,,526,189,91.5,4.2,0,0,3.7,0.5
1840000,Middleton,,362,13.9,682,1.5,4.4,5.4,84.5,0.6,0.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850000,Milford,Milford,"2,895",11.3,"4,329",3.3,1.4,31.7,58.8,1.4,0.1,3.4,372,54,100,105,81,32,41.4,58.6,372,54,100,105,81,32,41.4,58.6,240,372,136,78,24,2,0,265,179,67.5,0,36.3,16.8,46.9,16.8,14,18.4,70,581,,556,304,85.5,5.3,0,0.7,8.2,0.3
1860000,Millbury,Millbury,782,16.7,"1,533",3.5,3.4,8.4,78.9,0,0.1,5.8,137,33,49,36,14,5,59.9,40.1,137,33,49,36,14,5,59.9,40.1,93,137,55,33,4,1,0,108,82,75.9,0,43.9,9.8,46.3,9.8,25.6,11,54,529,,517,115,93.9,4.3,0,0,1.7,0
1870000,Millis,Millis,586,16.1,"1,172",1,2.6,8.1,83.7,0.3,0.2,4.1,189,18,36,51,45,39,28.6,71.4,189,18,36,51,45,39,28.6,71.4,102,189,46,32,19,3,2,89,69,77.5,0,42,5.8,52.2,5.8,10.1,21.7,72,563,,573,93,96.8,1.1,0,0,2.2,0
1890000,Milton,Milton,"2,244",17.3,"4,343",13.2,7.5,5.1,68.5,0.1,0.1,5.5,779,102,155,230,178,114,33,67,779,102,155,230,178,114,33,67,367,779,148,92,78,35,14,226,189,83.6,0,54,10.1,36,9.5,3.7,14.3,289,597,,594,236,94.9,3.8,0,0,1.3,0
8300000,Minuteman Regional Vocational Technical,Minuteman Regional Vocational Technical,499,12.8,627,3.7,3.8,7.7,79.4,0.3,0,5.1,22,4,7,7,4,0,50,50,22,4,7,7,4,0,50,50,22,22,22,0,0,0,0,120,60,50,0,41.7,26.7,31.7,25,5,16.7,41,572,,541,120,92.5,5,0,0,2.5,0
7170000,Mohawk Trail,Mohawk Trail,452,9.2,747,0.3,0.1,5,92,0,0,2.7,46,6,17,11,6,6,50,50,46,6,17,11,6,6,50,50,35,46,25,9,1,0,0,45,19,42.2,0,21.1,36.8,42.1,36.8,31.6,5.3,33,581,,557,48,89.6,6.3,0,0,4.2,0
7120000,Monomoy Regional School District,Monomoy Regional School District,"1,348",13.4,"1,766",5.8,1.4,8.8,77.6,0.5,0.2,5.7,212,28,47,74,47,16,35.4,64.6,212,28,47,74,47,16,35.4,64.6,110,212,48,33,20,7,2,116,87,75,0,37.9,18.4,43.7,17.2,12.6,18.4,77,598,,570,122,94.3,3.3,0,0.8,1.6,0
1910000,Monson,Monson,547,13.5,844,1.3,1.4,6,87.4,0.1,0.2,3.4,70,22,23,12,7,6,64.3,35.7,70,22,23,12,7,6,64.3,35.7,57,70,49,3,5,0,0,54,41,75.9,0,26.8,22,51.2,22,31.7,9.8,2,,,,62,85.5,3.2,0,0,11.3,0
8320000,Montachusett Regional Vocational Technical,Montachusett Regional Vocational Technical,638,17.8,"1,401",2.1,1.8,17.1,74.9,0,0,4.2,189,39,79,53,11,7,62.4,37.6,189,39,79,53,11,7,62.4,37.6,142,189,96,45,1,0,0,333,157,47.1,0,19.7,40.8,39.5,39.5,28,7,57,562,,546,335,98.5,0.9,0,0,0.6,0
7150000,Mount Greylock,Mount Greylock,995,9.3,"1,079",2.4,1.9,4.9,86.1,0,0,4.7,291,55,60,82,50,44,39.5,60.5,291,55,60,82,50,44,39.5,60.5,146,291,68,28,33,17,0,85,59,69.4,0,55.9,15.3,28.8,15.3,13.6,8.5,54,618,,578,81,100,0,0,0,0,0
4700000,Mystic Valley Regional Charter (District),,775,24,"1,609",18.2,25.1,9.9,41.8,0.3,0,4.8,,,,,,,,,,,,,,,,,,,,,,,,82,73,89,0,45.2,5.5,49.3,5.5,13.7,23.3,107,576,,594,82,100,0,0,0,0,0
1960000,Nahant,,74,16.2,155,0.7,0.7,7.1,85.2,0,0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970000,Nantucket,Nantucket,917,16.1,"1,688",9.3,1.6,36.4,48.2,0.1,0,4.4,222,66,78,46,21,11,64.9,35.1,222,66,78,46,21,11,64.9,35.1,119,222,47,45,23,4,0,128,81,63.3,0,53.1,4.9,42,2.5,6.2,14.8,125,524,,507,145,86.2,5.5,6.2,0,2.1,0
7200000,Narragansett,Narragansett,598,17.4,"1,349",0.7,0.3,7.9,87.6,0.1,0.1,3.5,125,33,36,32,20,4,55.2,44.8,125,33,36,32,20,4,55.2,44.8,73,125,35,26,10,2,0,73,49,67.1,0,28.6,24.5,46.9,22.4,24.5,14.3,17,588,,606,82,89,2.4,0,0,8.5,0
7250000,Nashoba,Nashoba,"1,745",13.3,"3,108",1.4,3.7,6.7,85.1,0.1,0.1,2.9,556,75,101,150,142,88,31.7,68.3,556,75,101,150,142,88,31.7,68.3,296,556,162,65,34,16,19,213,171,80.3,0,57.3,12.9,29.8,12.9,6.4,11.1,333,595,,593,220,95,0.9,0,0.5,3.6,0
8520000,Nashoba Valley Regional Vocational Technical,Nashoba Valley Regional Vocational Technical,461,11.9,710,2.3,2,7.5,84.8,0.3,0.1,3.1,68,25,24,16,3,0,72.1,27.9,68,25,24,16,3,0,72.1,27.9,45,68,27,13,5,0,0,157,63,40.1,0,28.6,23.8,47.6,22.2,14.3,27,15,561,,536,157,98.1,1.9,0,0,0,0
1980000,Natick,Natick,"2,569",17.9,"5,291",2.8,10.5,6.9,74.2,0.1,0,5.5,824,36,96,186,261,245,16,84,824,36,96,186,261,245,16,84,483,824,279,117,57,16,14,431,352,81.7,0,47.4,5.4,47.2,5.4,8.5,16.8,377,607,,603,442,97.1,2,0.2,0.2,0.5,0
6600000,Nauset,Nauset,"1,070",13.6,"1,410",5.3,2.1,5.3,84.5,0.1,0.1,2.6,501,61,102,169,119,50,32.5,67.5,501,61,102,169,119,50,32.5,67.5,247,501,111,64,42,18,12,237,166,70,0,43.4,21.1,35.5,19.9,4.2,18.7,163,564,,534,236,95.8,1.3,0.4,0,2.5,0
1990000,Needham,Needham,"2,482",16.4,"5,527",3.2,10.5,6.1,74.5,0.1,0.1,5.6,876,18,71,175,321,291,10.2,89.8,876,18,71,175,321,291,10.2,89.8,456,876,203,137,70,42,4,404,344,85.1,0,61.3,2.6,36,2.6,2.3,8.7,357,629,,645,406,98.5,1,0.2,0,0.2,0
4440000,Neighborhood House Charter (District),Neighborhood House Charter (District),364,16.7,795,52.8,2.5,25.8,13,0.8,0,5.2,55,28,27,0,0,0,100,0,55,28,27,0,0,0,100,0,38,55,22,15,1,0,0,,,,,,,,,,,94,440,,448,,,,,,,
2010000,New Bedford,New Bedford,"6,457",17,"12,685",13.5,0.8,41.8,38.1,0.3,0.1,5.4,552,186,154,140,52,20,61.6,38.4,552,186,154,140,52,20,61.6,38.4,285,552,127,76,61,15,6,495,151,30.5,0,23.2,31.8,45,31.8,20.5,22.5,27,516,,490,582,80.6,6.9,0.3,0.3,11.9,0
35130000,New Heights Charter School of Brockton (District),,190,24,636,87.7,0.6,7.1,1.4,0.2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,
7280000,New Salem-Wendell,,79,16.4,131,0,0,4.6,87.8,0,0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040000,Newburyport,Newburyport,"1,712",14,"2,150",0.9,1.9,4.3,90.3,0,0,2.6,379,61,83,104,90,41,38,62,379,61,83,104,90,41,38,62,193,379,78,64,35,12,4,178,145,81.5,0,43.4,12.4,44.1,11,4.8,13.1,182,581,,583,186,94.6,4.3,0,0.5,0.5,0
2070000,Newton,Newton,"5,815",17.1,"12,121",4.6,20.1,8.6,58.9,0.1,0.1,7.7,"1,474",77,164,310,481,442,16.4,83.6,"1,474",77,164,310,481,442,16.4,83.6,829,"1,474",414,258,101,42,14,1003,761,75.9,0,57,5.3,37.7,4.6,2.1,15.5,926,639,,657,"1,022",96,2.8,0,0.3,0.9,0
2080000,Norfolk,,243,22.3,987,0.7,2.4,3.3,90.6,0,0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9150000,Norfolk County Agricultural,Norfolk County Agricultural,445,16.7,586,1.2,1.2,1.4,91,0.3,0.3,4.6,1,,,,,,,,1,,,,,,,,1,,,,,,,119,75,63,0,28,14.7,57.3,14.7,14.7,13.3,58,541,,506,120,98.3,0.8,0,0,0.8,0
2090000,North Adams,North Adams,555,14.9,"1,300",2.3,0.5,6.9,81.2,0.4,0.3,8.4,148,92,30,15,9,2,82.4,17.6,148,92,30,15,9,2,82.4,17.6,90,148,52,24,9,4,1,79,33,41.8,3,12.1,6.1,78.8,3,57.6,6.1,4,,,,99,74.7,3,4,3,15.2,0
2110000,North Andover,North Andover,"3,044",18,"4,559",2.9,7.6,13.5,72.5,0.1,0.1,3.3,455,23,68,135,133,96,20,80,455,23,68,135,133,96,20,80,260,455,126,87,37,8,2,329,273,83,0,48.4,12.1,39.6,11.4,2.9,18.3,500,576,,567,333,97.3,1.8,0.6,0,0.3,0
2120000,North Attleborough,North Attleborough,"2,158",15.6,"3,991",4.4,7.6,5.3,78.4,0.2,0.1,4,532,70,111,158,130,63,34,66,532,70,111,158,130,63,34,66,279,532,142,65,35,30,7,285,219,76.8,0,41.6,8.2,50.2,7.3,12.8,16,232,588,,585,300,94,3,0,0.3,2.7,0
2150000,North Brookfield,North Brookfield,230,11.2,516,1,0.6,7.2,87,0,0,4.3,16,2,8,5,0,1,62.5,37.5,16,2,8,5,0,1,62.5,37.5,11,16,6,5,0,0,0,42,23,54.8,0,52.2,17.4,30.4,17.4,17.4,0,12,579,,563,42,92.9,4.8,0,0,2.4,0
7350000,North Middlesex,North Middlesex,"1,579",18.6,"2,941",2,1.9,5.3,87.5,0.1,0,3.2,279,36,99,80,44,20,48.4,51.6,279,36,99,80,44,20,48.4,51.6,175,279,101,46,26,2,0,214,157,73.4,0,42.7,10.2,47.1,10.2,19.1,12.7,197,568,,548,214,97.7,1.9,0,0,0.5,0
2170000,North Reading,North Reading,"1,297",17.3,"2,313",0.7,4.7,4.2,87.2,0,0,3.2,291,15,49,90,89,48,22,78,291,15,49,90,89,48,22,78,165,291,77,59,22,5,2,201,168,83.6,0,48.2,6.5,45.2,5.4,10.7,16.1,251,575,,571,201,99,1,0,0,0,0
2100000,Northampton,Northampton,"1,207",16.8,"2,648",3.2,3.1,16.6,69.9,0.2,0,7,420,39,101,114,99,67,33.3,66.7,420,39,101,114,99,67,33.3,66.7,224,420,97,73,40,13,1,197,135,68.5,0,43,28.1,28.9,27.4,6.7,14.1,145,616,,596,209,92.8,1.9,0.5,1.4,3.3,0
4060000,Northampton-Smith Vocational Agricultural,Northampton-Smith Vocational Agricultural,429,12.4,535,1.5,0.6,12.9,83.2,0,0.2,1.7,39,18,17,4,0,0,89.7,10.3,39,18,17,4,0,0,89.7,10.3,34,39,29,5,0,0,0,110,30,27.3,0,20,53.3,26.7,50,20,3.3,4,,,,115,94.8,0.9,0,1.7,2.6,0
7300000,Northboro-Southboro,Northboro-Southboro,802,14.6,"1,357",1.6,12.3,6.6,74.5,0.4,0.4,4.2,935,25,97,259,319,235,13,87,935,25,97,259,319,235,13,87,466,935,205,145,58,34,24,337,278,82.5,0,46.4,6.8,46.8,6.8,8.6,16.5,543,604,,615,348,96.6,1.7,0,0,1.7,0
2130000,Northborough,,610,15.8,"1,531",1.4,12.6,9.7,70.2,0.5,2.3,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140000,Northbridge,Northbridge,804,17.8,"1,971",1.1,0.8,9.2,83.7,0.1,0.1,5.1,190,55,46,40,32,17,53.2,46.8,190,55,46,40,32,17,53.2,46.8,121,190,56,61,4,0,0,111,66,59.5,0,36.4,12.1,51.5,10.6,21.2,9.1,53,561,,542,121,90.9,3.3,0,1.7,4.1,0
8530000,Northeast Metropolitan Regional Vocational Technical,Northeast Metropolitan Regional Vocational Technical,"1,502",11.5,"1,292",3.2,0.9,33.7,60.3,0.1,0.2,1.8,111,73,27,10,1,0,90.1,9.9,111,73,27,10,1,0,90.1,9.9,75,111,47,20,8,0,0,286,110,38.5,0,36.4,34.5,29.1,30.9,13.6,6.4,57,484,,462,290,97.9,1,0,0.3,0.7,0
8510000,Northern Berkshire Regional Vocational Technical,Northern Berkshire Regional Vocational Technical,441,11.1,501,0.8,0.6,1.4,95.4,0,0,1.8,20,12,6,1,1,0,90,10,20,12,6,1,1,0,90,10,10,20,2,6,2,0,0,115,47,40.9,0,31.9,21.3,46.8,17,29.8,4.3,21,528,,480,117,97.4,2.6,0,0,0,0
2180000,Norton,Norton,"1,341",15.9,"2,403",2.3,1.9,4,88.1,0.2,0,3.6,354,52,105,107,73,17,44.4,55.6,354,52,105,107,73,17,44.4,55.6,182,354,77,57,33,11,4,180,138,76.7,0,44.9,9.4,45.7,7.2,11.6,18.8,103,577,,549,187,94.1,2.7,0,0,3.2,0
2190000,Norwell,Norwell,952,14.9,"2,223",0.3,2.2,1.5,92.3,0,0.1,3.6,458,47,93,133,107,78,30.6,69.4,458,47,93,133,107,78,30.6,69.4,259,458,138,60,47,11,3,186,161,86.6,0,55.9,3.1,41,2.5,3.7,13,239,601,,581,191,96.9,1.6,0,0.5,1,0
2200000,Norwood,Norwood,"2,751",8.6,"3,425",10.6,8.3,17.1,60.5,0.1,0.6,2.8,262,33,68,91,50,20,38.5,61.5,262,33,68,91,50,20,38.5,61.5,163,262,97,40,22,2,2,247,171,69.2,0,42.1,14,43.9,12.3,14.6,18.7,199,556,,562,250,94.8,2.4,0.4,0,2.4,0
2210000,Oak Bluffs,,198,16.7,448,3.4,1.3,32.1,55.8,1.1,0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
